,Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
1330,79192.0,7.0,6.0,4.0,35107.0,1431915.9770081681,"63414 Barbara Lane Apt. 338
East Amandatown, CT 45499-4725"
1331,72243.0,5.0,8.0,6.0,43988.0,1409439.0758724706,"626 Phyllis Pine Apt. 081
Lake Samantha, SC 71938"
1332,63126.0,7.0,8.0,3.0,51219.0,1496724.3806064818,"82924 Cindy Islands Apt. 673
Amymouth, MD 33351-2292"
1333,78581.0,6.0,7.0,4.0,50891.0,1566567.883138695,"2205 David Coves Suite 961
Medinashire, LA 81653-3099"
1334,59482.0,5.0,8.0,4.0,31201.0,986113.2394973056,"385 Cameron Drives
West Tiffanyfort, FL 72018-5556"
1335,66770.0,5.0,7.0,4.0,33238.0,885611.5782624667,"69794 Gutierrez Forge
Derekton, KS 52626-5730"
1336,75369.0,6.0,7.0,3.0,32075.0,1102259.5385568999,"PSC 9750, Box 8010
APO AE 32543"
1337,60420.0,7.0,7.0,2.0,38273.0,1268125.8377629935,"3518 Justin Locks Suite 561
Bridgetport, VT 61702-9277"
1338,78555.0,8.0,6.0,4.0,34514.0,1580691.6168731612,"00149 Raymond Knolls
New Jason, UT 75026"
1339,82074.0,5.0,7.0,4.0,36337.0,1128644.4616760088,"59227 Caitlin Village Apt. 363
Jameshaven, SD 84032"
1340,64254.0,5.0,9.0,4.0,58051.0,1524689.063301804,"9055 Underwood Extensions Suite 383
Parksmouth, AS 32380"
1341,53433.0,7.0,9.0,5.0,36805.0,1176420.5593819122,"33116 Guzman Extensions
West Jacquelineland, MA 77004"
1342,67883.0,7.0,8.0,5.0,34639.0,1456273.723935143,"528 Mary Stream
Hernandezfort, UT 06463-1898"
1343,91833.0,6.0,8.0,4.0,31105.0,1777516.4494720032,"6789 Jacqueline Mount Suite 847
North Susantown, IA 57584-3307"
1344,70671.0,7.0,6.0,3.0,23592.0,1237902.8200737466,"5319 Martin Gardens
Shaunburgh, MN 99631"
1345,70315.0,6.0,6.0,4.0,49698.0,1385783.5170925185,"29012 Jordan Islands
Wolftown, LA 74799"
1346,48363.0,6.0,8.0,4.0,49354.0,1035125.8566511944,"472 Hicks Park
South Michelle, VT 13422"
1347,74022.0,7.0,6.0,4.0,30053.0,1358899.686177901,"Unit 7807 Box 8697
DPO AA 50317"
1348,65183.0,5.0,8.0,6.0,48109.0,1311145.9682970895,"8336 Williamson Mountain Apt. 487
Caseyshire, ID 82582-8714"
1349,54049.0,4.0,8.0,5.0,42178.0,919926.9985237204,"855 Kimberly Flat
North Brenda, RI 86613-4043"
1350,72284.0,5.0,6.0,4.0,40277.0,985866.0316492678,"440 Anthony Mission
South Sheilachester, NC 81707"
1351,82476.0,5.0,6.0,3.0,30985.0,1196204.8862624606,"5431 Jessica Expressway
Wrightshire, AL 12862"
1352,79772.0,6.0,7.0,5.0,30612.0,1435981.219914465,"44050 Baker Light Suite 940
Mcdanielchester, NV 62238"
1353,57236.0,4.0,8.0,3.0,24726.0,752800.1475251733,"085 Hall Hills
New Frederick, WA 81713-3087"
1354,43952.0,5.0,7.0,4.0,25139.0,324981.9929926853,"672 Samantha Stravenue Apt. 802
Emilyshire, TX 04694"
1355,56721.0,7.0,8.0,3.0,22904.0,1127637.5573666021,"41545 Peter Expressway Apt. 766
Carrstad, SD 26832-7957"
1356,56655.0,5.0,5.0,3.0,25802.0,239319.93417545114,"3677 Gamble Road Apt. 473
Lake Laurie, MO 96320-4134"
1357,40186.0,6.0,6.0,4.0,37767.0,529282.0843920948,"551 Bradley Lock Suite 096
Shanefort, MH 03266"
1358,71227.0,7.0,8.0,4.0,20096.0,1455691.796506957,"10454 Gonzales Summit Apt. 065
Chambersstad, AL 93059-4957"
1359,52445.0,8.0,7.0,4.0,39288.0,1371527.3270118241,"95608 Nunez Cliffs
Millerland, PW 96516-2702"
1360,56826.0,7.0,8.0,6.0,43475.0,1231452.1888837516,"09035 Yolanda Lakes Apt. 617
Camachoside, NV 38241"
1361,55622.0,4.0,7.0,2.0,63185.0,1102641.11402327,"704 Davis Valleys Suite 264
Collinstown, DE 61159"
1362,66510.0,5.0,6.0,2.0,29294.0,758262.6121106534,"108 Wendy Heights Suite 575
South Dawntown, FL 32058"
1363,62639.0,6.0,5.0,2.0,27813.0,476971.4559427722,"4540 Henderson Canyon Apt. 901
Turnerton, GA 09258-6031"
1364,79453.0,6.0,7.0,4.0,44852.0,1706689.9397544104,"548 Lawrence Wells Apt. 239
West Emma, AK 13256"
1365,83137.0,5.0,6.0,2.0,30483.0,1079745.1185021442,"Unit 1552 Box 3165
DPO AE 06786-3524"
1366,69143.0,5.0,7.0,4.0,24405.0,766594.3397096981,"5762 Davis Islands
North Bradley, IA 86152"
1367,68278.0,6.0,5.0,3.0,38100.0,905045.2177063724,"24421 Lang Terrace Suite 680
New Peggy, WI 56339-7796"
1368,72251.0,7.0,7.0,4.0,34879.0,1425114.7177661485,"821 Thomas Lock
West Pamela, ME 68927-5573"
1369,71374.0,5.0,7.0,5.0,51510.0,1512542.4410778387,"206 Hayden Pass Apt. 154
Mendozastad, SC 79371"
1370,81503.0,7.0,7.0,3.0,46674.0,1650342.1306428087,"474 Sanford Creek
Seanmouth, MA 72287-3448"
1371,60569.0,8.0,8.0,3.0,16351.0,1112548.4789896887,"99704 Carroll Squares
Lindatown, NH 36394"
1372,72684.0,6.0,7.0,3.0,18539.0,942508.962238668,"1512 Jamie Inlet Suite 784
Grimesside, ID 88370-3426"
1373,73764.0,6.0,8.0,4.0,38551.0,1642844.648635587,"769 Alexander Ranch
Clarkberg, MS 67017"
1374,75781.0,5.0,7.0,4.0,34945.0,1078713.2270293708,"514 Hanson Garden Suite 188
Hamiltonstad, NC 25641-9151"
1375,77883.0,6.0,7.0,6.0,27529.0,1333865.4377201414,"4594 Megan Fall Suite 136
East Jaredfurt, MA 40874"
1376,70608.0,4.0,7.0,3.0,24388.0,684049.9193111222,"4178 Mcneil Lights
North Dawnshire, PA 34945-8793"
1377,67783.0,6.0,8.0,6.0,46608.0,1311067.4456660468,"57864 Andrew Ranch Suite 556
North Alishafurt, AK 32981-0368"
1378,57715.0,5.0,8.0,5.0,53101.0,1172133.4868414924,"107 Reid Estate Suite 323
Johnstad, MI 66292-5193"
1379,88614.0,3.0,8.0,5.0,42905.0,1419536.2589499224,"611 Lauren Flat Suite 569
Lake Mary, IN 77960-4493"
1380,73559.0,6.0,7.0,4.0,34375.0,1288426.6939028532,"37058 Chris Route
South William, VT 39597"
1381,81776.0,6.0,7.0,6.0,30071.0,1500939.8265608612,"879 Jones Dale Apt. 502
West Kristin, UT 41479-6892"
1382,42462.0,6.0,8.0,4.0,42192.0,1000087.1206321408,"5860 Angela Landing
Port Phillip, RI 06555-6716"
1383,72097.0,6.0,9.0,3.0,31584.0,1457767.5326477357,"44822 Little Lake
Waynetown, PA 79649-4781"
1384,43922.0,6.0,7.0,5.0,42251.0,747933.4869386142,"3112 Wells Parkway Apt. 414
South Emilychester, MD 63012"
1385,64115.0,7.0,7.0,3.0,25273.0,1024738.2849269824,"092 Melanie Vista Suite 316
Lake Kathystad, ND 52672-8629"
1386,77574.0,5.0,8.0,3.0,39055.0,1517666.854519622,"6481 Cox Island
Angelastad, PW 67519-1207"
1387,70037.0,6.0,6.0,2.0,25064.0,953840.6976020308,"537 Petersen Common Suite 992
East Marymouth, MP 64010"
1388,71184.0,5.0,7.0,4.0,46955.0,1375497.9729216115,"1442 Elizabeth Rue
North Jasmine, ID 74627-1634"
1389,67316.0,7.0,9.0,4.0,37811.0,1645530.0559431878,"30425 Steven Loop Apt. 820
Alexiston, VA 51592-3127"
1390,72814.0,9.0,8.0,3.0,35015.0,1727006.9506782219,"309 Ortiz Burg Suite 125
West Lisa, VI 49031-0820"
1391,73023.0,6.0,8.0,5.0,40513.0,1597330.4114850054,"981 Tabitha Point
Candiceland, IN 88442-5459"
1392,67570.0,7.0,7.0,4.0,49055.0,1688279.3081102488,"27060 Angela Pines
South Amber, IN 40642-8983"
1393,69973.0,6.0,7.0,4.0,37815.0,1398310.2001422904,"8056 Angie Plains Suite 840
Hallbury, AK 63242-2700"
1394,73231.0,5.0,5.0,3.0,40788.0,1100093.909275263,"27298 Lauren Square
Jenniferchester, AZ 53597-7001"
1395,80578.0,6.0,8.0,5.0,36463.0,1505560.5399742462,"9947 Williams Mountains
West David, MT 44384"
1396,64755.0,8.0,6.0,2.0,27143.0,1105990.6937738706,"000 Todd Pines
Ashleyberg, KY 90207-1179"
1397,55436.0,5.0,8.0,5.0,23503.0,789043.8511966037,"791 Kelly Street
Stanleyton, NV 10317"
1398,65511.0,4.0,5.0,2.0,45112.0,756319.7340442679,"PSC 2733, Box 2603
APO AE 48198-5637"
1399,82856.0,7.0,8.0,5.0,36954.0,1856782.7829208511,"82519 Natalie Divide Suite 931
North Alfredside, AR 41817"
1400,89338.0,4.0,7.0,3.0,41265.0,1222020.821335913,"15919 Anthony Center Suite 276
Cunninghamville, IA 87691-3881"
1401,45990.0,7.0,7.0,3.0,41554.0,1043968.3994445396,"237 Stephanie Corner
West Thomas, FL 46330"
1402,76801.0,6.0,7.0,5.0,48482.0,1673294.2461963831,"69955 Kenneth Garden
Brandonstad, GU 24710-6505"
1403,61607.0,7.0,6.0,2.0,40496.0,1325860.533421939,"Unit 9785 Box 0790
DPO AP 60371-0797"
1404,65428.0,7.0,8.0,5.0,33141.0,1236044.315553221,"89223 Walter Roads
New Michelle, NE 63488-7495"
1405,56698.0,6.0,6.0,2.0,37973.0,1030759.6998373716,"981 Gray Way Suite 788
Juliefurt, SC 97233"
1406,92152.0,6.0,7.0,2.0,37068.0,1609581.8042977294,"53516 Michael Greens
South Scottbury, MP 82773"
1407,78556.0,6.0,6.0,3.0,29759.0,1292287.0948426991,"6513 Terrell Camp Suite 520
South Tiffanytown, TX 35726"
1408,72204.0,5.0,8.0,5.0,28943.0,1057697.7028297973,"565 Lee Glens Suite 921
Austinland, MI 07393"
1409,51742.0,8.0,4.0,2.0,32731.0,768152.7910253734,"107 Archer Inlet
South Megan, ME 03090"
1410,71082.0,8.0,7.0,4.0,31328.0,1513427.551164361,"967 Susan Union Apt. 653
Costastad, IA 98079-8428"
1411,71329.0,7.0,7.0,4.0,28053.0,1429497.6171416596,"510 Williams Inlet Apt. 674
New Timothymouth, TN 72339"
1412,67150.0,6.0,8.0,3.0,39918.0,1376969.9288002914,"16913 John Fall
New Lisa, NM 04867-0517"
1413,59777.0,5.0,6.0,2.0,37837.0,614700.7371485097,"73229 Andrew Trace
Alyssastad, WA 60269-5659"
1414,62725.0,6.0,7.0,5.0,19751.0,780608.9935174572,"812 Salazar Ford
Tylerhaven, MI 62448-7958"
1415,65533.0,6.0,7.0,4.0,25002.0,856548.94412853,"PSC 4589, Box 3480
APO AA 84355-0532"
1416,78294.0,6.0,7.0,2.0,47126.0,1656080.0890892637,"3114 Garcia Centers
Bettyport, SD 06524-6877"
1417,74371.0,7.0,7.0,4.0,33187.0,1249914.0785097177,"784 Gray Gardens Suite 341
West Michael, WA 27160"
1418,56664.0,7.0,6.0,2.0,28364.0,817460.4216248231,"7022 Smith Cliffs Apt. 317
Moseschester, MI 12476-3003"
1419,60059.0,6.0,6.0,4.0,33582.0,990893.1600715704,"37513 Robert Courts
New Sarahfurt, PR 15188"
1420,63757.0,6.0,8.0,4.0,27244.0,972079.5875536922,"5098 Pittman Spring Apt. 987
Heathershire, CO 24944"
1421,81027.0,6.0,8.0,4.0,24407.0,1349989.646728484,"USCGC Johnson
FPO AA 50443-5069"
1422,83683.0,6.0,7.0,3.0,38400.0,1303542.2825080787,"715 Jones Glens
New Melanieborough, DC 66078"
1423,56104.0,5.0,4.0,3.0,41331.0,593766.1847676778,"7291 Tammy Run
Farrellside, HI 31913-1175"
1424,67454.0,5.0,8.0,4.0,49237.0,1243918.8107245015,"206 Huang Junction Suite 611
West Samanthashire, NH 29756"
1425,67631.0,8.0,6.0,2.0,24625.0,1395855.656281703,"3127 Melanie Neck Apt. 951
Davisbury, DE 43748"
1426,52988.0,7.0,7.0,3.0,37791.0,1112314.302911407,"775 Leach Shore Apt. 133
West Donaldside, FL 03465-3770"
1427,59550.0,7.0,6.0,2.0,14906.0,850010.1815527306,"2196 Lowe Glen
Mitchellfurt, ME 99955-5825"
1428,58833.0,6.0,8.0,5.0,30200.0,931787.61793679,"93907 Gross Mall Apt. 112
Randyport, ND 03786"
1429,76717.0,5.0,6.0,4.0,34944.0,1011140.7992689414,"39152 Henderson Lights Suite 980
New Michaelfort, MH 75123-0177"
1430,73423.0,5.0,5.0,3.0,50998.0,1190442.1227402529,"71055 Margaret Stravenue
Jesusshire, FM 69643-5179"
1431,59128.0,6.0,6.0,2.0,45592.0,916140.2212497431,"2497 Williams Meadows
Lake Meganton, OK 76795"
1432,65615.0,5.0,8.0,6.0,39354.0,1222045.0908874616,"55752 Erica Springs
South Deborahberg, AK 58067-2651"
1433,68851.0,7.0,7.0,2.0,22122.0,1232156.01224821,"4756 Christopher Lane
Lake Lauraborough, MT 35794-4306"
1434,43532.0,6.0,7.0,2.0,37389.0,652752.9727099423,"12008 Lee Parkway Suite 046
Summerston, CT 95726-5540"
1435,53764.0,7.0,8.0,5.0,32307.0,1219846.9185098251,"34265 Coleman Flats
Rothfort, KY 38490"
1436,68948.0,8.0,8.0,5.0,40079.0,2050988.4966792744,"61907 Jeffrey Street Suite 887
Cummingsberg, IN 54323-4230"
1437,70795.0,6.0,8.0,3.0,29887.0,1359052.8457646829,"370 Huynh Turnpike
Troyfort, NH 25371"
1438,72444.0,5.0,8.0,6.0,31191.0,1308773.0784993526,"795 Mathis Valley
Lake Judyhaven, OK 97082-1217"
1439,82782.0,6.0,8.0,4.0,39588.0,1573998.9022596634,"064 Eric Isle
West Carlos, MS 38813-0363"
1440,67429.0,5.0,8.0,6.0,40897.0,1182980.6042717127,"PSC 1211, Box 3865
APO AA 83963"
1441,65841.0,6.0,6.0,2.0,48253.0,1029861.6229008451,"92901 Ray Green Apt. 953
Ricehaven, FL 10526-1650"
1442,72258.0,5.0,7.0,4.0,33543.0,1085943.0760246022,"894 Kelley Forks Apt. 702
Port Joanne, AR 01028"
1443,74244.0,6.0,8.0,4.0,40328.0,1713351.3941515046,"PSC 6960, Box 0333
APO AA 78454-0482"
1444,71759.0,6.0,7.0,2.0,42115.0,1297619.3482987224,"PSC 0599, Box 0119
APO AP 10621"
1445,67511.0,7.0,7.0,3.0,23163.0,1096052.8677200165,"3419 Smith Orchard Suite 230
Port Jacob, DC 58275-0126"
1446,71301.0,7.0,8.0,4.0,44870.0,1920527.529755651,"1039 Douglas Creek
Lake Sarah, RI 65939-0004"
1447,55784.0,8.0,6.0,2.0,29304.0,1035171.059640798,"424 Crystal Landing Suite 616
Port Garystad, KS 50589-4622"
1448,66841.0,7.0,7.0,6.0,32706.0,1218011.060787834,"628 Peterson Locks Suite 809
Meyermouth, KY 45309"
1449,58098.0,7.0,6.0,3.0,43299.0,1106705.0110905366,"USS Noble
FPO AA 64897-0998"
1450,66252.0,5.0,6.0,3.0,33656.0,664978.8737768901,"38431 Gomez Motorway
Patriciahaven, AS 32966"
1451,73226.0,7.0,7.0,4.0,30464.0,1316129.3090572685,"77306 Ann Plains
Toddchester, VT 06518-1374"
1452,70139.0,6.0,7.0,4.0,33434.0,1398760.046508387,"PSC 2070, Box 5168
APO AA 16531-0242"
1453,65042.0,6.0,6.0,4.0,14487.0,759799.8758389656,"949 Joshua Route Suite 675
Luiston, AR 44078"
1454,68167.0,6.0,7.0,2.0,13978.0,776906.326934832,"227 Willis Divide
Petersview, ID 30955"
1455,61301.0,6.0,8.0,4.0,29409.0,971928.9868990356,"791 Emily Key
North Alexandria, GU 40441-0920"
1456,65176.0,7.0,7.0,3.0,29829.0,1180091.4978196998,"5837 Aguilar Parks
Tanyashire, FM 11641"
1457,79038.0,6.0,7.0,2.0,30038.0,1201785.6666717983,"04705 Pacheco Fields
West Stephanie, SC 35286"
1458,75986.0,6.0,7.0,5.0,50003.0,1591234.7734067757,"2680 Jennifer Extensions Apt. 775
North Mike, AK 44839"
1459,35963.0,3.0,8.0,3.0,24436.0,143027.36445248185,"166 Terry Grove
South Michaelhaven, PR 18054"
1460,65070.0,6.0,6.0,3.0,36778.0,1091143.398762329,"77298 Tracy Valley Apt. 122
Whiteville, WA 04277"
1461,60712.0,6.0,7.0,3.0,47783.0,1249173.6911755214,"318 Erica Dam Apt. 542
East Kimberlyborough, GA 75984"
1462,77456.0,7.0,8.0,3.0,45582.0,2002028.631998704,"9073 White Hills Apt. 440
Port Ericfort, DC 95391"
1463,61370.0,7.0,7.0,4.0,20601.0,824540.8963674724,"7756 Martin Row
East Kevinside, IL 31478-4239"
1464,79863.0,7.0,6.0,3.0,35048.0,1511526.92112864,"622 Duncan Stream
West Timothyberg, AZ 17463-7935"
1465,57981.0,6.0,8.0,6.0,25054.0,994257.5352248872,"0379 Hale Path Suite 053
South Hailey, NC 34885-9166"
1466,63601.0,7.0,6.0,2.0,53539.0,1345296.5544381766,"636 Bryan Light Suite 972
Port Daniel, MT 80278-9913"
1467,62114.0,5.0,8.0,6.0,29401.0,1166399.6717979263,"3978 Jacob Expressway Suite 998
Port Philipchester, ID 93126-7393"
1468,82811.0,7.0,7.0,4.0,39780.0,1820981.2191220296,"55494 Robin Orchard
East Nicholas, MP 49146-3130"
1469,69381.0,6.0,6.0,4.0,25328.0,1023965.4034107302,"5119 Hess Circles
Gouldview, FM 26660"
1470,69632.0,5.0,6.0,2.0,34642.0,889385.9015842597,"USS Harris
FPO AP 57241-4816"
1471,60378.0,4.0,7.0,4.0,29114.0,616738.2083315281,"688 Hernandez Place Apt. 978
Marisaland, NJ 30710-3277"
1472,82103.0,7.0,7.0,6.0,49015.0,1784260.8487219375,"112 Bradley Knoll
North Tylerburgh, IA 39925"
1473,49856.0,7.0,7.0,5.0,51529.0,1050541.31394844,"Unit 6923 Box 8144
DPO AP 20812"
1474,68387.0,7.0,7.0,2.0,37895.0,1389223.6071214746,"USNS Beard
FPO AA 45652-4890"
1475,78289.0,6.0,8.0,5.0,29197.0,1423908.257928105,"USS Levy
FPO AP 10092-3601"
1476,60762.0,5.0,8.0,3.0,46303.0,1069238.4997052513,"35040 Mark Via
West Stacey, FL 16909"
1477,58913.0,5.0,8.0,3.0,45564.0,1007856.266240042,"058 Megan Circles Suite 646
Joyceland, CA 71806-0166"
1478,65580.0,5.0,7.0,3.0,48220.0,924346.1648024169,"140 Whitney Alley
Mccartyside, AZ 49843"
1479,77021.0,6.0,8.0,3.0,27855.0,1453312.4679297975,"170 Erickson Keys Suite 106
North Cheryl, RI 98322-7567"
1480,78277.0,4.0,5.0,4.0,21372.0,782656.0804195708,"5534 Lang Circle Apt. 477
Port Brianshire, MT 26767"
1481,71336.0,5.0,8.0,3.0,25377.0,803689.1519380857,"711 Brown Streets
West Christinahaven, MA 80655"
1482,77528.0,7.0,8.0,4.0,23977.0,1439875.6398384804,"23394 Jacobson Rapid Apt. 025
Davischester, AR 89328"
1483,68195.0,7.0,8.0,6.0,26922.0,1270869.783171925,"714 Snyder Ways Suite 823
Port Patriciaberg, PA 43026"
1484,70834.0,4.0,7.0,5.0,53490.0,1347279.207217475,"48921 Jamie Radial
East Lorihaven, PA 07539-1028"
1485,94670.0,7.0,8.0,4.0,39523.0,2186194.7925734245,"401 Michael Drives Apt. 391
Port Lisa, TN 44690"
1486,48524.0,7.0,7.0,2.0,41554.0,1082486.679285127,"368 Christine Mews Suite 162
Port Justinchester, NV 08842-1981"
1487,83403.0,7.0,9.0,3.0,26320.0,1700109.6075385266,"USNV Myers
FPO AA 04299"
1488,75219.0,7.0,7.0,3.0,37864.0,1623100.8398756268,"16051 Jared Centers Apt. 104
Port Greg, AL 02346-6849"
1489,68146.0,5.0,6.0,3.0,39188.0,943309.4486039542,"0470 Marquez Forest Apt. 954
Gutierrezfort, ND 37099"
1490,84914.0,5.0,7.0,2.0,46136.0,1409684.4851189125,"53800 William Causeway Suite 602
Wallaceland, TX 92881-0851"
1491,82337.0,7.0,6.0,3.0,37965.0,1326481.6746851509,"1470 Angela Bridge
Taylorton, DE 05823-8649"
1492,51962.0,6.0,7.0,3.0,17403.0,404643.60224269313,"613 Walls Motorway Apt. 209
Allenshire, SD 47296"
1493,57169.0,6.0,6.0,4.0,47967.0,1176655.0853813165,"14455 Jackson Point Apt. 513
Davisside, ND 07029-4712"
1494,57925.0,3.0,7.0,2.0,43868.0,633875.9302099622,"1383 Cathy Common
North Tinaborough, RI 63027"
1495,77906.0,5.0,8.0,6.0,29283.0,1390251.419934081,"PSC 8265, Box 9914
APO AP 20327"
1496,62715.0,5.0,5.0,3.0,41999.0,861138.1836401307,"485 Whitney Shoals
New Nancy, NJ 50907-1426"
1497,64901.0,4.0,7.0,3.0,47452.0,1151233.0954609385,"1158 Beth Hills Suite 739
Kellybury, TN 88438-6320"
1498,51157.0,6.0,7.0,2.0,25753.0,686644.610408734,"23708 Klein Stream Suite 762
Saratown, AR 52517-8911"
1499,63767.0,7.0,7.0,6.0,33036.0,1261681.960817626,"19279 Nelson Road Apt. 815
Kennedymouth, FL 66666"
1500,61461.0,7.0,7.0,6.0,40815.0,1327811.34262042,"0562 Kenneth Road
Port Joshua, FM 86787-9400"
1501,61908.0,7.0,6.0,3.0,43829.0,1339096.0772451318,"7521 Gregory Meadows
East Johntown, CO 93230-5255"
1502,72805.0,5.0,7.0,6.0,30875.0,987355.96092124,"USNV Cantrell
FPO AP 40438"
1503,66205.0,6.0,9.0,5.0,36185.0,1384478.3045482538,"23596 Hamilton Avenue Suite 837
Matthewmouth, MS 95493-2590"
1504,74548.0,6.0,5.0,3.0,40444.0,1168919.40079419,"USNV Stanley
FPO AP 27028-3977"
1505,76454.0,6.0,6.0,4.0,51498.0,1522099.830788929,"493 Murphy Corner
Michelleport, NV 33967-4123"
1506,79355.0,6.0,5.0,3.0,31569.0,1260374.9663434993,"Unit 1144 Box 0152
DPO AE 59378"
1507,70064.0,5.0,5.0,3.0,28122.0,857762.316993493,"Unit 3834 Box 7401
DPO AA 64737-4858"
1508,74560.0,5.0,7.0,2.0,29892.0,1126450.4261744465,"969 Phillips Club
New Diana, MT 40096"
1509,82322.0,6.0,7.0,2.0,48616.0,1574084.9269837418,"537 Gonzalez Plaza
Mccarthyland, ME 81042"
1510,43527.0,6.0,6.0,2.0,39760.0,469262.8155752149,"5684 White Brooks
Port Josephtown, AR 95549"
1511,71770.0,6.0,7.0,4.0,28173.0,1114169.0373830057,"96301 Allison Falls Suite 515
New Courtney, GU 66573-9604"
1512,89057.0,3.0,7.0,6.0,60658.0,1792368.627274575,"Unit 0303 Box 1245
DPO AP 90327"
1513,66418.0,6.0,8.0,3.0,45320.0,1383842.1850595959,"7082 Mosley Crest Apt. 431
East Walterfort, MI 80069"
1514,44440.0,6.0,8.0,5.0,37935.0,691318.2401412788,"47971 Larry Ville Suite 410
Tylershire, NC 68512"
1515,69343.0,6.0,9.0,5.0,30114.0,1245070.33791015,"173 Richard Well
Rachelbury, OK 77886-1242"
1516,95998.0,7.0,7.0,3.0,47129.0,2220799.0691561657,"86892 Webb Trafficway Suite 809
Angelachester, UT 84457-8708"
1517,62616.0,5.0,7.0,2.0,31010.0,854815.1175016209,"547 Howard Alley Suite 447
Nicoleville, ND 59356"
1518,76394.0,7.0,9.0,3.0,46362.0,2092348.3772236547,"581 Derek Coves
Josephburgh, PW 37956-4189"
1519,55840.0,5.0,8.0,3.0,30795.0,781213.0669276181,"Unit 7278 Box 9019
DPO AE 72927"
1520,69882.0,6.0,6.0,4.0,19545.0,726883.8689485132,"074 Davidson Row
Lake Davidbury, WV 44303-5567"
1521,87099.0,7.0,6.0,3.0,44582.0,1640990.378462931,"50864 Chang Manors Apt. 505
Kimshire, KY 55244-2271"
1522,67717.0,6.0,8.0,5.0,40562.0,1535781.9598291912,"3914 Gina Turnpike
East Valerie, GA 59492"
1523,69625.0,7.0,7.0,4.0,57644.0,1737759.0500294531,"283 Mcdonald Keys
Colemanmouth, WI 15244-6859"
1524,78707.0,6.0,8.0,4.0,36415.0,1550702.478402551,"120 Peterson Place Apt. 673
West Aaron, OH 93623"
1525,61322.0,5.0,10.0,5.0,29889.0,1348873.4268637958,"43045 Felicia Ports
Crossbury, VA 62660"
1526,62710.0,6.0,7.0,3.0,34182.0,955445.853671163,"10208 Kimberly Flats
New Jasonchester, TX 11608"
1527,66301.0,7.0,8.0,6.0,38502.0,1467910.5694426084,"27274 Gordon Street
West Loriland, NC 74388"
1528,75127.0,8.0,8.0,5.0,36544.0,1742938.7760231788,"383 Joseph Road
Natashahaven, FM 16085"
1529,68252.0,8.0,7.0,6.0,38203.0,1795630.9127150138,"42685 Donna Prairie
Andersonbury, OK 38121-2420"
1530,85175.0,8.0,7.0,3.0,3285.0,1305972.219978079,"792 Angela Forks
South Tylerfort, WI 00472-1022"
1531,62382.0,7.0,10.0,6.0,31391.0,1433542.021277525,"0405 Miranda Bridge
Roseburgh, MP 42100"
1532,69099.0,6.0,5.0,3.0,37540.0,921396.9752541515,"136 Linda Manor
West James, MI 99577"
1533,73247.0,5.0,8.0,4.0,47332.0,1405399.8550982492,"046 Emma Brooks Suite 819
Lake Christine, OH 38576-3876"
1534,59902.0,6.0,8.0,6.0,30211.0,1088548.8265538793,"343 Samuel Pass Suite 476
Kimberlyberg, ME 70939"
1535,55038.0,4.0,9.0,5.0,27701.0,738030.6498645385,"USNS Greene
FPO AA 65033-4012"
1536,69505.0,7.0,11.0,5.0,48112.0,2235294.7182697523,"0665 Dawn Overpass
East Sarabury, CA 82390"
1537,67965.0,7.0,6.0,3.0,52831.0,1564252.5257374863,"8911 Ashley Mount
South Brian, TX 93120-1212"
1538,71112.0,6.0,7.0,4.0,24134.0,1309937.3987664254,"818 Huffman Manor
Bradleyberg, VA 36874-2726"
1539,76759.0,8.0,8.0,5.0,23752.0,1660770.001712214,"97953 Martinez Tunnel Apt. 675
Williamstown, IA 03085-1191"
1540,82988.0,6.0,8.0,5.0,31143.0,1485418.1022610776,"48349 Garcia Cove Suite 251
Port Jessica, NV 82266-4694"
1541,71107.0,5.0,6.0,4.0,25862.0,886124.7256403731,"65540 Deborah Lakes Suite 696
South Williamburgh, MS 36354"
1542,75516.0,6.0,6.0,4.0,35521.0,1411024.0439091797,"858 Melanie Ridge
Port Elizabethland, WV 46546-6515"
1543,60805.0,4.0,7.0,3.0,31186.0,671343.9417927802,"29430 Garza Mall
Smallmouth, LA 27750-6274"
1544,61865.0,6.0,6.0,2.0,41492.0,992585.3823256808,"07367 Jason Square Apt. 543
Lake Jenniferburgh, DC 91157"
1545,64242.0,5.0,7.0,6.0,27769.0,944590.1588346951,"9425 Chad Ways Suite 792
North Melissa, MD 26354"
1546,77697.0,6.0,7.0,4.0,40523.0,1399909.0486968765,"3426 Tamara Circles Apt. 239
South Mauricefurt, DC 47214-8682"
1547,63044.0,6.0,6.0,4.0,32725.0,865099.5233723286,"392 Jonathan Divide
Donnaland, ND 01024-1699"
1548,74102.0,6.0,7.0,4.0,43972.0,1394423.555643988,"PSC 9526, Box 2287
APO AE 35608"
1549,62514.0,5.0,6.0,3.0,40892.0,813807.6997244997,"119 Nichols Flats
New Robert, MS 49220"
1550,63238.0,7.0,5.0,2.0,55850.0,1316180.4935914932,"USNV Cunningham
FPO AA 38594-5290"
1551,75951.0,5.0,7.0,3.0,31126.0,1212205.340652621,"100 Garcia Track Apt. 378
Schneidermouth, KY 87806"
1552,66803.0,6.0,9.0,5.0,57970.0,1769484.8931096962,"PSC 8784, Box 4657
APO AE 65551"
